"dbo,reports,ProviderPayerTrans"
"dbo,reports,RIITemp"
"dbo,reports,RTTrans"
"dbo,reports,Residual_New"
"dbo,reports,Residual_New06202016_newcolumn "
"dbo,reports,Residual_New_10212015"
"dbo,reports,Residual_New_Audit"
"dbo,reports,Residual_New_Audit02172017"
"dbo,reports,Residual_New_old"
"dbo,reports,Residual_backup_012115"
"dbo,reports,Residual_backup_022315"
"dbo,reports,SummaryTrans"
"dbo,reports,Test_PartnerStatementItem"
"dbo,reports,Test_PayerPartnerTrans"
"dbo,reports,Test_PayerProviderTrans"
"dbo,reports,VIPBillingGPStage1"
"dbo,reports,VIPBillingGPStage1Arch"
"dbo,reports,VIPBillingGPStageArchive"
"dbo,reports,VipCredTemp"
"dbo,reports,alert_MultipleBuildingFiles"
"dbo,reports,bkwrpt"
"dbo,reports,bkwtest"
"dbo,reports,dsswebportal_20101202"
"dbo,reports,load_databill"
"dbo,reports,residual"
"dbo,reports,residual_old"
"dbo,reports,routeERAexceptions"
"dbo,reports,rpt_AnthemWebPortal"
"dbo,reports,rpt_DSSStagingClaimPricing"
"dbo,reports,rpt_MismatchDestinationPartner"
"dbo,reports,rpt_MissingPartnerPartnerCode"
"dbo,reports,rpt_MonthlyBilling_Incoming"
"dbo,reports,rpt_MonthlyBilling_IncomingPayerBreakdown"
"dbo,reports,rpt_MonthlyBilling_MetRTBreakdown"
"dbo,reports,rpt_MonthlyBilling_Outgoing"
"dbo,reports,rpt_MonthlyBilling_OutgoingPCSum"
"dbo,reports,rpt_MonthlyBilling_RTTransactions"
"dbo,reports,rpt_ValidationPassRate_Dest"
"dbo,reports,rpt_ValidationPassRate_Source"
"dbo,reports,temp_DSO_Claims"
"dbo,reports,temp_DSO_Claims_TransactionEvents"
"dbo,reports,temp_DSO_Cred"
"dbo,reports,temp_DSO_ERA"
"dbo,reports,temp_DSO_PatStmt"
"dbo,reports,temp_DSO_RTClaims"
"dbo,reports,temp_DSO_RTCount"
"dbo,reports,temp_DSO_Subscription_ClientSubscriptionEvents"
"dbo,reports,temptom"
"dbo,reports,tomtemp28"
"dbo,rpt,HSOneAprilMissingBillingClaimsCorrections"
"dbo,rpt,HSOneMayMissingBillingClaimsCorrections"
"dbo,trx,ClientSubscriptionEvents"
"dbo,trx,ClientTransactions"
"dbo,trx,TransactionEvents"
"dbo,trxBrch,ClientSubscriptionEvents"
"dbo,trxBrch,ClientTransactions"
"dbo,trxBrch,TransactionEvents"
"dbo,trxDev,ClientSubscriptionEvents"
"dbo,trxDev,ClientTransactions"
"dbo,trxDev,TransactionEvents"
"dbo,trxQA,ClientSubscriptionEvents"
"dbo,trxQA,ClientTransactions"
"dbo,trxQA,TransactionEvents"
"dbo,trxTest,ClientSubscriptionEvents"
"dbo,trxTest,ClientTransactions"
"dbo,trxTest,TransactionEvents"
"dbo,trxWsdm,ClientSubscriptionEvents"
"dbo,trxWsdm,ClientTransactions"
"dbo,trxWsdm,TransactionEvents"
"entity,master,Payers"
"entity,master,PayersAudit"
"payerportal,master,ClearinghouseClaims"
"pdt,lkr,LR$LQ7391755234095634_clearinghouse_claim_statuses"
"pdt,lkr,LR$LQPAC1755293594531_clearinghouse_enrollment_errors"
"pdt,lkr,LR$LQPAC1755300938467_clearinghouse_enrollment_errors"
"temp,master,Claims"
"tmort,reports,ClaimPaymentRegistrationRemoval"
"tmort,reports,DeltaERAPaymentUtilization"
"tmort,reports,GPManualBillItems"
"tmort,reports,NEADataAll"
"tmort,reports,NEAStatementItems"
"tmort,reports,PartnerPortalMonthlyRpt"
"tmort,reports,PartnerStatementItemCredits"
"tmort,reports,TempDenticonUsers"
"tmort,reports,WesternUsers"
"tmort,reports,balclaims"
"tmort,reports,nea201206"
"tmort,reports,tomdcp20110404load"
"trans,master,Claims"
