Database,Schema,Table,Matched,File
cred,dbo,PayerDataChangeDetail,Location,Livesql3/cred.sql
cred,dbo,PayerDataCompareConfig,Location,Livesql3/cred.sql
cred,dbo,PayerDataTagMapping,LocationNumber,Livesql3/cred.sql
cred,dbo,PayerEmailConfig,EmailAddress,Livesql3/cred.sql
cred,dbo,PrimaryDataSourceResponse,Location,Livesql3/cred.sql
cred,dbo,ProviderApplicationStatusLocation,ApplicationStatusLocationID,Livesql3/cred.sql
cred,dbo,ProviderApplicationStatusLocation,LocationName,Livesql3/cred.sql
cred,dbo,ProviderApplicationStatusLocation,LocationSourceID,Livesql3/cred.sql
cred,dbo,ProviderApplicationStatusLocation,LocationSource,Livesql3/cred.sql
cred,dbo,ProviderGroupDetail,GroupPracticeId,Livesql3/cred.sql
cred,dbo,ProviderSiteDetail,OfficeId,Livesql3/cred.sql
cred,dbo,ProviderSiteDetail,OfficeLanguages,Livesql3/cred.sql
cred,dbo,ProviderSiteDetail,Address1,Livesql3/cred.sql
cred,dbo,ProviderSiteDetail,Address2,Livesql3/cred.sql
cred,dbo,UserLocation,UserLocationID,Livesql3/cred.sql
cred,dbo,UserLocation,LocationID,Livesql3/cred.sql
chs,dbo,PartnerPartnerCode,GPPartnerAddressID,Livesql3/chs.sql
chs,dbo,MetaClaim,PayerAddress1,Livesql3/chs.sql
chs,dbo,MetaClaim,PayerAddress2,Livesql3/chs.sql
chs,dbo,MetaClaim,BillProvAddress1,Livesql3/chs.sql
chs,dbo,ClaimStatusTracing_Facility,Address,Livesql3/chs.sql
chs,dbo,ClaimStatusTracing_Facility,BillingAddress,Livesql3/chs.sql
chs,dbo,ClaimPaymentAddress,ClaimPaymentAddressID,Livesql3/chs.sql
chs,dbo,ClaimPaymentAddress,AddressType,Livesql3/chs.sql
chs,dbo,ClaimPaymentAddress,Address1,Livesql3/chs.sql
chs,dbo,ClaimPaymentAddress,Address2,Livesql3/chs.sql
chs,dbo,ClaimPaymentRegistration,PracticeName,Livesql3/chs.sql
chs,dbo,ClaimPaymentRegistration,PracticeAddr1,Livesql3/chs.sql
chs,dbo,ClaimPaymentRegistration,PracticeAddr2,Livesql3/chs.sql
chs,dbo,ClaimPaymentRegistration,PracticeCity,Livesql3/chs.sql
chs,dbo,ClaimPaymentRegistration,PracticeState,Livesql3/chs.sql
chs,dbo,ClaimPaymentRegistration,PracticeZip,Livesql3/chs.sql
chs,dbo,ClaimPaymentRegistration,PracticePhone,Livesql3/chs.sql
chs,dbo,ClaimPaymentRegistrationHistory,PracticeName,Livesql3/chs.sql
chs,dbo,ClaimPaymentRegistrationHistory,PracticeAddr1,Livesql3/chs.sql
chs,dbo,ClaimPaymentRegistrationHistory,PracticeAddr2,Livesql3/chs.sql
chs,dbo,ClaimPaymentRegistrationHistory,PracticeCity,Livesql3/chs.sql
chs,dbo,ClaimPaymentRegistrationHistory,PracticeState,Livesql3/chs.sql
chs,dbo,ClaimPaymentRegistrationHistory,PracticeZip,Livesql3/chs.sql
chs,dbo,ClaimPaymentRegistrationHistory,PracticePhone,Livesql3/chs.sql
chs,dbo,MetaClaimPayerAddressUpgrade,Address1,Livesql3/chs.sql
chs,dbo,MetaClaimPayerAddressUpgrade,Address2,Livesql3/chs.sql
chs,dbo,MetaClaimStatus,MetaOfficeResponseID,Livesql3/chs.sql
chs,dbo,MetaOfficeResponse,MetaOfficeResponseID,Livesql3/chs.sql
chs,dbo,MetaOfficeResponseFile,MetaOfficeResponseFileID,Livesql3/chs.sql
chs,dbo,MetaOfficeResponseFile,MetaOfficeResponseID,Livesql3/chs.sql
chs,dbo,OfficeResponsePreAuth,OfficeResponsePreAuthID,Livesql3/chs.sql
chs,dbo,OfficeResponsePreAuth,MetaOfficeResponseID,Livesql3/chs.sql
chs,dbo,PartnerPartnerCodeAudit,GPPartnerAddressID,Livesql3/chs.sql
chs,dbo,PartnerPartnerCodeBillingConfig,GPPartnerAddressID,Livesql3/chs.sql
pfs,dbo,CreditApplication,Address,Livesql3/pfs.sql
pfs,dbo,CreditReport,Address1,Livesql3/pfs.sql
pfs,dbo,CreditReport,Address2,Livesql3/pfs.sql
reports,dbo,All$,Practice Name,Livesql3/reportst.sql
reports,dbo,All$,Address,Livesql3/reportst.sql
reports,dbo,Billing_GPManualBillGroups,GPCustAddressID,Livesql3/reportst.sql
reports,dbo,bkwrpt,officename,Livesql3/reportst.sql
reports,dbo,bkwtest,officename,Livesql3/reportst.sql
reports,dbo,CaliforniaMatching,address,Livesql3/reportst.sql
reports,dbo,CDA_North_List,Address1,Livesql3/reportst.sql
reports,dbo,CDA_North_List,Mailing Address Line 2,Livesql3/reportst.sql
reports,dbo,CDA_North_List,Mailing Address City,Livesql3/reportst.sql
reports,dbo,CSRequest_Practice,Practice Name,Livesql3/reportst.sql
reports,dbo,CSRequest_Practice,Address,Livesql3/reportst.sql
reports,dbo,CSRequest_Practice,BillingAddress,Livesql3/reportst.sql
reports,dbo,DASplay,Practice,Livesql3/reportst.sql
reports,dbo,dhmo,Practice Name,Livesql3/reportst.sql
reports,dbo,dhmo,Street Address,Livesql3/reportst.sql
reports,dbo,dhmo,Aetna Office ID,Livesql3/reportst.sql
reports,dbo,dhmo_add_groups,Practice Name,Livesql3/reportst.sql
reports,dbo,dhmo_add_groups,Street Address,Livesql3/reportst.sql
reports,dbo,dhmo_add_groups,Aetna Office ID,Livesql3/reportst.sql
reports,dbo,GPtest,RMAddressID,Livesql3/reportst.sql
reports,dbo,GPTransactionStage,RMAddressID,Livesql3/reportst.sql
reports,dbo,GPTransactionStage_Test,RMAddressID,Livesql3/reportst.sql
reports,dbo,GPTransactionStage_Test_New,RMAddressID,Livesql3/reportst.sql
reports,dbo,GPTransactionStage_Test_Old,RMAddressID,Livesql3/reportst.sql
reports,dbo,GroupMatching,ADDRESS,Livesql3/reportst.sql
reports,dbo,GroupMatching,ADDRESS2,Livesql3/reportst.sql
reports,dbo,LibertyMatchBO,OfficeNumber,Livesql3/reportst.sql
reports,dbo,LibertyMatchBO,OfficeName,Livesql3/reportst.sql
reports,dbo,LibertyMatchBO,OfficeAddress1,Livesql3/reportst.sql
reports,dbo,LibertyMatchBO,OfficeCity,Livesql3/reportst.sql
reports,dbo,LibertyMatchBO,OfficeState,Livesql3/reportst.sql
reports,dbo,LibertyMatchBO,OfficeZip,Livesql3/reportst.sql
reports,dbo,LibertyMatchBO,OfficeCounty,Livesql3/reportst.sql
reports,dbo,LibertyMatchBO,OfficeContactPhone,Livesql3/reportst.sql
reports,dbo,Match_Anthem_1,Address1,Livesql3/reportst.sql
reports,dbo,Match_Anthem_1,Address2,Livesql3/reportst.sql
reports,dbo,Match_Anthem_1,Address3,Livesql3/reportst.sql
reports,dbo,Match_Anthem_BO,Address1,Livesql3/reportst.sql
reports,dbo,Match_Anthem_BO,Address2,Livesql3/reportst.sql
reports,dbo,Match_Anthem_BO,Address3,Livesql3/reportst.sql
reports,dbo,Match_Anthem_BO_1,Address1,Livesql3/reportst.sql
reports,dbo,Match_Anthem_BO_1,Address2,Livesql3/reportst.sql
reports,dbo,Match_Anthem_BO_1,Address3,Livesql3/reportst.sql
reports,dbo,Matching_Anthem,Address1,Livesql3/reportst.sql
reports,dbo,Matching_Anthem,Address2,Livesql3/reportst.sql
reports,dbo,Matching_Anthem,Address3,Livesql3/reportst.sql
reports,dbo,Matching_HMWG,AddressGroupName,Livesql3/reportst.sql
reports,dbo,Matching_HMWG,Address,Livesql3/reportst.sql
reports,dbo,Matching_HMWG,AddressCSZ,Livesql3/reportst.sql
reports,dbo,Matching_HMWG,AddressType,Livesql3/reportst.sql
reports,dbo,Matching_Liberty,OfficeNumber,Livesql3/reportst.sql
reports,dbo,Matching_Liberty,OfficeName,Livesql3/reportst.sql
reports,dbo,Matching_Liberty,OfficeAddress1,Livesql3/reportst.sql
reports,dbo,Matching_Liberty,OfficeCity,Livesql3/reportst.sql
reports,dbo,Matching_Liberty,OfficeState,Livesql3/reportst.sql
reports,dbo,Matching_Liberty,OfficeZip,Livesql3/reportst.sql
reports,dbo,Matching_Liberty,OfficeCounty,Livesql3/reportst.sql
reports,dbo,Matching_Liberty,OfficeContactPhone,Livesql3/reportst.sql
reports,dbo,NeaPre2012,PracticeName,Livesql3/reportst.sql
reports,dbo,NeaPre2012,Address1,Livesql3/reportst.sql
reports,dbo,NeaPre2012,Address2,Livesql3/reportst.sql
reports,dbo,PayConnectLocationNumber,Office Name,Livesql3/reportst.sql
reports,dbo,PayConnectLocationNumber,Location Number,Livesql3/reportst.sql
reports,dbo,PayerMatchReport,Address1,Livesql3/reportst.sql
reports,dbo,PayerMatchReport,Address2,Livesql3/reportst.sql
reports,dbo,ProviderMatching,Address,Livesql3/reportst.sql
reports,dbo,ProviderMatching,Address2,Livesql3/reportst.sql
reports,dbo,Registration_Process_Claims,Address,Livesql3/reportst.sql
reports,dbo,Registration_Process_No_Claims,Address,Livesql3/reportst.sql
reports,dbo,Registration_Process_Users_Groups_No_CC,Address,Livesql3/reportst.sql
reports,dbo,Registration_Process_Users_No_Groups,Address,Livesql3/reportst.sql
reports,dbo,rpt_ADPAliasChanges,GroupAddress,Livesql3/reportst.sql
reports,dbo,rpt_ADPAliasChanges,ProvAddress,Livesql3/reportst.sql
reports,dbo,rpt_ADPAliasChanges,ProvAddress2,Livesql3/reportst.sql
reports,dbo,rpt_ADPProviderAudit,GroupAddress,Livesql3/reportst.sql
reports,dbo,rpt_ADPProviderAudit,ProvAddress,Livesql3/reportst.sql
reports,dbo,rpt_ADPProviderAudit,ProvAddress2,Livesql3/reportst.sql
reports,dbo,rpt_ADPProviderAudit,Address1,Livesql3/reportst.sql
reports,dbo,rpt_ADPProviderAudit,Address2,Livesql3/reportst.sql
reports,dbo,rpt_ADPProviderCredentialAudit,GroupAddress,Livesql3/reportst.sql
reports,dbo,rpt_ADPProviderCredentialAudit,ProvAddress,Livesql3/reportst.sql
reports,dbo,rpt_ADPProviderCredentialAudit,ProvAddress2,Livesql3/reportst.sql
reports,dbo,rpt_BNDAliasChanges,GroupAddress,Livesql3/reportst.sql
reports,dbo,rpt_BNDAliasChanges,ProvAddress,Livesql3/reportst.sql
reports,dbo,rpt_BNDAliasChanges,ProvAddress2,Livesql3/reportst.sql
reports,dbo,rpt_BNDProviderAudit,GroupAddress,Livesql3/reportst.sql
reports,dbo,rpt_BNDProviderAudit,ProvAddress,Livesql3/reportst.sql
reports,dbo,rpt_BNDProviderAudit,ProvAddress2,Livesql3/reportst.sql
reports,dbo,rpt_BNDProviderAudit,Address1,Livesql3/reportst.sql
reports,dbo,rpt_BNDProviderAudit,Address2,Livesql3/reportst.sql
reports,dbo,rpt_BNDProviderCredentialAudit,GroupAddress,Livesql3/reportst.sql
reports,dbo,rpt_BNDProviderCredentialAudit,ProvAddress,Livesql3/reportst.sql
reports,dbo,rpt_BNDProviderCredentialAudit,ProvAddress2,Livesql3/reportst.sql
reports,dbo,rpt_GEDCAliasChanges,GroupAddress,Livesql3/reportst.sql
reports,dbo,rpt_GEDCAliasChanges,ProvAddress,Livesql3/reportst.sql
reports,dbo,rpt_GEDCAliasChanges,ProvAddress2,Livesql3/reportst.sql
reports,dbo,rpt_GEDCProviderAudit,GroupAddress,Livesql3/reportst.sql
reports,dbo,rpt_GEDCProviderAudit,ProvAddress,Livesql3/reportst.sql
reports,dbo,rpt_GEDCProviderAudit,ProvAddress2,Livesql3/reportst.sql
reports,dbo,rpt_GEDCProviderAudit,Address1,Livesql3/reportst.sql
reports,dbo,rpt_GEDCProviderAudit,Address2,Livesql3/reportst.sql
reports,dbo,rpt_GEDCProviderCredentialAudit,GroupAddress,Livesql3/reportst.sql
reports,dbo,rpt_GEDCProviderCredentialAudit,ProvAddress,Livesql3/reportst.sql
reports,dbo,rpt_GEDCProviderCredentialAudit,ProvAddress2,Livesql3/reportst.sql
reports,dbo,rpt_GHI_Activity,Address,Livesql3/reportst.sql
reports,dbo,rpt_GHI_Activity,Address2,Livesql3/reportst.sql
reports,dbo,rpt_LuminaAliasChanges,GroupAddress,Livesql3/reportst.sql
reports,dbo,rpt_LuminaAliasChanges,ProvAddress,Livesql3/reportst.sql
reports,dbo,rpt_LuminaAliasChanges,ProvAddress2,Livesql3/reportst.sql
reports,dbo,rpt_LuminaProviderAudit,GroupAddress,Livesql3/reportst.sql
reports,dbo,rpt_LuminaProviderAudit,ProvAddress,Livesql3/reportst.sql
reports,dbo,rpt_LuminaProviderAudit,ProvAddress2,Livesql3/reportst.sql
reports,dbo,rpt_LuminaProviderAudit,Address1,Livesql3/reportst.sql
reports,dbo,rpt_LuminaProviderAudit,Address2,Livesql3/reportst.sql
reports,dbo,rpt_LuminaProviderCredentialAudit,GroupAddress,Livesql3/reportst.sql
reports,dbo,rpt_LuminaProviderCredentialAudit,ProvAddress,Livesql3/reportst.sql
reports,dbo,rpt_LuminaProviderCredentialAudit,ProvAddress2,Livesql3/reportst.sql
reports,dbo,rpt_NEA_Commission,PracticeName,Livesql3/reportst.sql
reports,dbo,SoCal_Data,Mailing Address City,Livesql3/reportst.sql
reports,dbo,SoCal_Data,Mailing Address State,Livesql3/reportst.sql
reports,dbo,temp_DSO_Claims,MultilocationEntityID,Livesql3/reportst.sql
reports,dbo,temp_DSO_Claims,MultilocationEntityName,Livesql3/reportst.sql
reports,dbo,temp_DSO_Cred,MultilocationEntityID,Livesql3/reportst.sql
reports,dbo,temp_DSO_Cred,MultilocationEntityName,Livesql3/reportst.sql
reports,dbo,temp_DSO_ERA,MultilocationEntityID,Livesql3/reportst.sql
reports,dbo,temp_DSO_ERA,MultilocationEntityName,Livesql3/reportst.sql
reports,dbo,temp_DSO_PatStmt,MultilocationEntityID,Livesql3/reportst.sql
reports,dbo,temp_DSO_PatStmt,MultilocationEntityName,Livesql3/reportst.sql
reports,dbo,temp_DSO_RTClaims,MultilocationEntityID,Livesql3/reportst.sql
reports,dbo,temp_DSO_RTClaims,MultilocationEntityName,Livesql3/reportst.sql
reports,dbo,temp_DSO_RTCount,MultilocationEntityID,Livesql3/reportst.sql
reports,dbo,temp_DSO_RTCount,MultilocationEntityName,Livesql3/reportst.sql
reports,dbo,temp_DSO_Subscription_ClientSubscriptionEvents,MultilocationEntityID,Livesql3/reportst.sql
reports,dbo,temp_DSO_Subscription_ClientSubscriptionEvents,MultilocationEntityName,Livesql3/reportst.sql
reports,dbo,temptom,PayerAddress1,Livesql3/reportst.sql
reports,dbo,temptom,PayerAddress2,Livesql3/reportst.sql
reports,dbo,tmpOrtho,Practice Name,Livesql3/reportst.sql
reports,dbo,tmpTDO,Practice Name,Livesql3/reportst.sql
reports,dbo,tomtemp28,PayerAddress1,Livesql3/reportst.sql
reports,dbo,tomtemp28,PayerAddress2,Livesql3/reportst.sql
reports,dbo,UCCI,Office Name,Livesql3/reportst.sql
reports,dbo,UCCI,Group Practice,Livesql3/reportst.sql
reports,dbo,UCCI,Address,Livesql3/reportst.sql
reports,dbo,VendorDashAggr,officecnt,Livesql3/reportst.sql
reports,dbo,xls_DeltaCA,ADDRESS,Livesql3/reportst.sql
reports,tmort,bndofficemcna,officename,Livesql3/reportst.sql
reports,tmort,dfcProvs,Location,Livesql3/reportst.sql
reports,tmort,GPManualBillGroups,GPCustAddressID,Livesql3/reportst.sql
reports,tmort,GroupBillingInforSkip2018,GPCustAddressID,Livesql3/reportst.sql
reports,tmort,TempDenticonUsers,Address,Livesql3/reportst.sql
reports,tmort,TempDenticonUsers,Address2,Livesql3/reportst.sql
reports,tmort,TempGedcClaims,address1,Livesql3/reportst.sql
reports,tmort,tmpEaglesLanding,Office,Livesql3/reportst.sql
reports,tmort,tmpEaglesLanding,Office Name,Livesql3/reportst.sql
reports,tmort,tmpeagleslandingitems,Office,Livesql3/reportst.sql
reports,tmort,tmpeagleslandingitems,Office Name,Livesql3/reportst.sql
reports,tmort,tomdcp20110404load,PayerAddress1,Livesql3/reportst.sql
reports,tmort,tomdcp20110404load,PayerAddress2,Livesql3/reportst.sql
reports,tmort,WesternUsers,Address,Livesql3/reportst.sql
reports,tmort,WesternUsers,Address2,Livesql3/reportst.sql
dea,dbo,DEAPayer,AddressRequired,Livesql3/dea.sql
dea,dbo,DEAPayer,AddressUpgradeType,Livesql3/dea.sql
dxcps,dbo,Vital_T,Location_Number_CH,Livesql3/dxcps.sql
dxcps,dbo,Contacts_T,Bill_Address_Key,Livesql3/dxcps.sql
dxcps,dbo,Contacts_T,Ship_Address_Key,Livesql3/dxcps.sql
dxcps,dbo,Address_T,Address_Key,Livesql3/dxcps.sql
dxcps,dbo,Address_T,Street_Address_1_VC,Livesql3/dxcps.sql
dxcps,dbo,Address_T,Street_Address_2_VC,Livesql3/dxcps.sql
dxcps,dbo,Address_T,Street_Address_3_VC,Livesql3/dxcps.sql
dxcps,dbo,Business_Info_T,Address_Key,Livesql3/dxcps.sql
dxcps,dbo,Check_Info_T,Address_Key,Livesql3/dxcps.sql
dxcps,dbo,Bank_Info_T,Address_Key,Livesql3/dxcps.sql
dxcps,dbo,Check_Info_T_Orig,Address_Key,Livesql3/dxcps.sql
ddir,dbo,Practice,AddressLine1,Livesql3/ddir.sql
ddir,dbo,Practice,AddressLine2,Livesql3/ddir.sql
ddir,dbo,Practice,UsePracticePhone,Livesql3/ddir.sql
ddir,dbo,PracticeAssociationAudit,PracticeAssociationAudit,Livesql3/ddir.sql
ddir,dbo,PracticeAudit,PracticeAudit,Livesql3/ddir.sql
ddir,dbo,PracticeAudit,AddressLine1,Livesql3/ddir.sql
ddir,dbo,PracticeAudit,AddressLine2,Livesql3/ddir.sql
ddir,dbo,PracticeAudit,UsePracticePhone,Livesql3/ddir.sql
ddir,dbo,PracticeHoursAudit,PracticeHoursAuditID,Livesql3/ddir.sql
ddir,dbo,PracticeLanguageAudit,PracticeLanguageAuditID,Livesql3/ddir.sql
ddir,dbo,PracticeOffer,PracticeOfferID,Livesql3/ddir.sql
ddir,dbo,PracticeOfferAudit,PracticeOfferID,Livesql3/ddir.sql
ddir,dbo,PracticeOfferOld,PracticeOfferID,Livesql3/ddir.sql
ddir,dbo,PracticeProfile,PublishPracticeHours,Livesql3/ddir.sql
ddir,dbo,PracticeProfileAudit,PracticeProfileAuditID,Livesql3/ddir.sql
ddir,dbo,PracticeProfileAudit,PublishPracticeHours,Livesql3/ddir.sql
ddir,dbo,PracticeServiceAudit,PracticeServiceAuditID,Livesql3/ddir.sql
